personId,lastName,firstName,pos,heightFeet,heightInches
1627742,Ingram,Brandon,F,6,9
202681,Irving,Kyrie,G,6,3
1628371,Isaac,Jonathan,F,6,10
1628411,Iwundu,Wes,F,6,7
1628402,Jackson,Frank,G,6,3
1628367,Jackson,Josh,F,6,8
1628382,Jackson,Justin,F,6,8
202704,Jackson,Reggie,G,6,3
1628991,Jackson Jr.,Jaren,F-C,6,11
2544,James,LeBron,F,6,8
1628518,Jefferson,Amile,F,6,9
203098,Jenkins,John,G,6,4
201973,Jerebko,Jonas,F,6,10
1628993,Johnson,Alize,F,6,9
101161,Johnson,Amir,C-F,6,9
1629168,Johnson,BJ,F,6,7
201949,Johnson,James,F,6,8
1626169,Johnson,Stanley,F,6,7
204020,Johnson,Tyler,G,6,4
202325,Johnson,Wesley,F-G,6,7
203999,Jokic,Nikola,C,7,0
1627745,Jones,Damian,C,7,0
1629203,Jones,Jemerrio,F,6,5
1626145,Jones,Tyus,G,6,2
1627884,Jones Jr.,Derrick,F-G,6,7
201599,Jordan,DeAndre,C,6,11
202709,Joseph,Cory,G,6,3
1626163,Kaminsky,Frank,F-C,7,0
202683,Kanter,Enes,C,6,11
1628379,Kennard,Luke,G,6,5
203077,Kidd-Gilchrist,Michael,F,6,7
1628994,King,George,F,6,6
1628467,Kleber,Maxi,F,6,11
202688,Knight,Brandon,G,6,3
1628995,Knox,Kevin,F,6,9
1627788,Korkmaz,Furkan,G-F,6,7
1628436,Kornet,Luke,F-C,7,1
2594,Korver,Kyle,G-F,6,7
201585,Koufos,Kosta,C,7,0
1629066,Kurucs,Rodions,F,6,9
1628398,Kuzma,Kyle,F,6,9
1627746,Labissiere,Skal,F,6,11
203087,Lamb,Jeremy,G,6,5
203897,LaVine,Zach,G,6,5
1627774,Layman,Jake,F,6,9
1628388,Leaf,TJ,F,6,10
201584,Lee,Courtney,G,6,5
1627814,Lee,Damion,G,6,6
1627215,Lemon Jr.,Walter,G,6,3
203458,Len,Alex,C,7,1
202695,Leonard,Kawhi,F,6,7
203086,Leonard,Meyers,F-C,7,1
202720,Leuer,Jon,F,6,10
1627747,LeVert,Caris,G,6,7
203081,Lillard,Damian,G,6,3
202391,Lin,Jeremy,G,6,3
2733,Livingston,Shaun,G,6,7
1626172,Looney,Kevon,C-F,6,9
201572,Lopez,Brook,C,7,0
201577,Lopez,Robin,C,7,0
201567,Love,Kevin,F-C,6,10
200768,Lowry,Kyle,G,6,1
1628070,Loyd,Jordan,G,6,4
203564,Lucas,Kalin,G,6,1
1627789,Luwawu-Cabarrot,Timothe,G-F,6,6
1628399,Lydon,Tyler,F,6,10
1626168,Lyles,Trey,F,6,10
202714,Mack,Shelvin,G,6,3
1629133,Macon,Daryl,G,6,3
1629122,Macura,J.P.,G,6,5
101133,Mahinmi,Ian,C,6,11
1627748,Maker,Thon,F,7,1
1626246,Marjanovic,Boban,C,7,3
1628374,Markkanen,Lauri,F,7,0
1626185,Martin,Jarell,F,6,10
1628412,Mason,Frank,G,5,11
1628999,Maten,Yante,F,6,8
202083,Matthews,Wesley,G-F,6,5
1627775,McCaw,Patrick,G,6,7
203468,McCollum,CJ,G,6,3
204456,McConnell,T.J.,G,6,2
203926,McDermott,Doug,F,6,8
201580,McGee,JaVale,C,7,0
203585,McGruder,Rodney,F-G,6,4
1628035,McKinnie,Alfonzo,F,6,8
203895,McRae,Jordan,G,6,5
201975,Meeks,Jodie,G,6,4
1626257,Mejri,Salah,C,7,2
1629001,Melton,De'Anthony,G,6,4
1629002,Metu,Chimezie,F,6,10
203114,Middleton,Khris,F,6,8
101139,Miles,CJ,F-G,6,6
203121,Miller,Darius,F,6,8
1626259,Miller,Malcolm,F,6,7
201988,Mills,Patty,G,6,0
200794,Millsap,Paul,F,6,8
1629003,Milton,Shake,G,6,6
202703,Mirotic,Nikola,F,6,10
1628378,Mitchell,Donovan,G,6,3
1628513,Mitrou-Long,Naz,G,6,4
1628370,Monk,Malik,G,6,3
202328,Monroe,Greg,C,6,11
1628500,Moore,Ben,F,6,8
202734,Moore,E'Twaun,G,6,4
203961,Moreland,Eric,F-C,6,10
202694,Morris,Marcus,F,6,9
202693,Morris,Markieff,F,6,10
1628420,Morris,Monte,G,6,3
202700,Motiejunas,Donatas,F-C,7,0
1628405,Motley,Johnathan,F,6,10
202389,Mozgov,Timofey,C,7,1
1626144,Mudiay,Emmanuel,G,6,5
1627749,Murray,Dejounte,G,6,5
1627750,Murray,Jamal,G,6,4
1629058,Musa,Dzanan,G-F,6,9
203488,Muscala,Mike,F-C,6,11
1629004,Mykhailiuk,Svi,G,6,8
1627846,Nader,Abdel,F,6,6
1626204,Nance Jr.,Larry,F,6,9
203894,Napier,Shabazz,G,6,1
2403,,Nene,C-F,6,11
203526,Neto,Raul,G,6,1
1627777,Niang,Georges,F,6,8
201149,Noah,Joakim,C,6,11
203457,Noel,Nerlens,F-C,6,11
1717,Nowitzki,Dirk,F,7,0
1628373,Ntilikina,Frank,G,6,6
1629134,Nunn,Kendrick,G,6,3
203994,Nurkic,Jusuf,C,7,0
1628021,Nwaba,David,G,6,4
1626220,O'Neale,Royce,F,6,6
203124,O'Quinn,Kyle,C,6,10
1628400,Ojeleye,Semi,F,6,7
1626143,Okafor,Jahlil,C,6,11
1629059,Okobo,Elie,G,6,3
1629006,Okogie,Josh,G,6,4
203506,Oladipo,Victor,G,6,4
203482,Olynyk,Kelly,F,7,0
1626224,Osman,Cedi,F,6,8
1626162,Oubre Jr.,Kelly,F,6,7
2585,Pachulia,Zaza,C,6,11
203953,Parker,Jabari,F,6,8
2225,Parker,Tony,G,6,2
202718,Parsons,Chandler,F,6,10
202335,Patterson,Patrick,F,6,9
101108,Paul,Chris,G,6,0
203901,Payton,Elfrid,G,6,4
1629341,Phillip,Tarik,G,6,3
1629033,Pinson,Theo,G-F,6,6
203486,Plumlee,Mason,F-C,6,11
203101,Plumlee,Miles,C,6,11
1627751,Poeltl,Jakob,C,7,0
202347,Pondexter,Quincy,F,6,7
1629008,Porter Jr.,Michael,F,6,10
203490,Porter Jr.,Otto,F,6,8
1626171,Portis,Bobby,F,6,11
204001,Porzingis,Kristaps,F-C,7,3
203939,Powell,Dwight,F-C,6,11
1626181,Powell,Norman,F-G,6,4
1627816,Poythress,Alex,F,6,9
1627752,Prince,Taurean,F,6,8
1628397,Rabb,Ivan,F,6,10
1626184,Randle,Chasson,G,6,2
203944,Randle,Julius,C-F,6,9
200755,Redick,JJ,G,6,4
1628432,Reed,Davon,G,6,5
1629244,Reynolds,Cameron,G,6,8
1626196,Richardson,Josh,G-F,6,6
203085,Rivers,Austin,G,6,4
203460,Roberson,Andre,G-F,6,7
1628421,Robinson,Devin,F,6,8
1629130,Robinson,Duncan,F,6,8
1629010,Robinson,Jerome,G,6,5
1629011,Robinson,Mitchell,C,7,1
203922,Robinson III,Glenn,G-F,6,6
200765,Rondo,Rajon,G,6,1
201565,Rose,Derrick,G,6,3
203082,Ross,Terrence,G-F,6,7
1626179,Rozier,Terry,G,6,1
201937,Rubio,Ricky,G,6,4
1626156,Russell,D'Angelo,G,6,5
1627734,Sabonis,Domantas,F,6,11
1629102,Sampson,Brandon,G,6,5
203967,Saric,Dario,F,6,10
203107,Satoransky,Tomas,G-F,6,7
203471,Schroder,Dennis,G,6,1
203118,Scott,Mike,F,6,8
200757,Sefolosha,Thabo,F,6,7
1627782,Selden,Wayne,G-F,6,5
1629012,Sexton,Collin,G,6,2
1629013,Shamet,Landry,G,6,5
202697,Shumpert,Iman,G,6,5
1627783,Siakam,Pascal,F,6,9
1627732,Simmons,Ben,G-F,6,10
203613,Simmons,Jonathon,F,6,6
1629014,Simons,Anfernee,G,6,4
203935,Smart,Marcus,G,6,4
202397,Smith,Ish,G,6,0
2747,Smith,JR,G-F,6,6
1629015,Smith,Zhaire,G,6,4
1628372,Smith Jr.,Dennis,G,6,3
203503,Snell,Tony,G,6,7
1629034,Spalding,Ray,F,6,10
1629016,Spellman,Omari,F,6,9
203917,Stauskas,Nik,G,6,6
202362,Stephenson,Lance,G,6,6
1628410,Sumner,Edmond,G,6,6
1628403,Swanigan,Caleb,F,6,9
1628369,Tatum,Jayson,F,6,8
201952,Teague,Jeff,G,6,2
202066,Temple,Garrett,G-F,6,6
1629123,Terrell,Jared,G,6,3
1628464,Theis,Daniel,F,6,8
202738,Thomas,Isaiah,G,5,9
1629017,Thomas,Khyri,G,6,3
202498,Thomas,Lance,F,6,8
202691,Thompson,Klay,G,6,7
202684,Thompson,Tristan,C-F,6,10
1628414,Thornwell,Sindarius,G,6,5
201229,Tolliver,Anthony,F,6,8
1626157,Towns,Karl-Anthony,C,7,0
1629018,Trent Jr.,Gary,G,6,6
1629019,Trier,Allonzo,G,6,5
200782,Tucker,PJ,F,6,6
202323,Turner,Evan,G-F,6,7
1626167,Turner,Myles,C-F,6,11
202327,Udoh,Ekpe,C-F,6,10
202685,Valanciunas,Jonas,C,7,0
1627756,Valentine,Denzel,G,6,6
1629020,Vanderbilt,Jarred,F,6,9
1627832,VanVleet,Fred,G,6,0
203943,Vonleh,Noah,F,6,9
202696,Vucevic,Nikola,C,7,0
2548,Wade,Dwyane,G,6,4
1629021,Wagner,Moritz,C,6,11
203079,Waiters,Dion,G,6,4
202689,Walker,Kemba,G,6,1
1629022,Walker IV,Lonnie,G,6,5
202322,Wall,John,G,6,4
1627820,Wallace,Tyrone,G,6,5
202954,Wanamaker,Brad,G,6,4
203933,Warren,T.J.,F,6,8
1627395,Washburn,Julian,F-G,6,8
1629139,Watanabe,Yuta,G,6,9
1629118,Welsh,Thomas,C,7,0
201566,Westbrook,Russell,G,6,3
1628401,White,Derrick,G,6,4
1627785,Whitehead,Isaiah,G,6,4
202355,Whiteside,Hassan,C,7,0
203952,Wiggins,Andrew,F-G,6,8
1626210,Williams,Alan,F-C,6,8
203710,Williams,C.J.,G,6,5
1629140,Williams,Johnathan,F,6,9
1629026,Williams,Kenrich,G-F,6,7
101150,Williams,Lou,G,6,1
101107,Williams,Marvin,F,6,9
1627786,Williams,Troy,F,6,7
1629057,Williams III,Robert,C-F,6,10
1628391,Wilson,D.J.,F,6,10
1626159,Winslow,Justise,F-G,6,7
1626174,Wood,Christian,F,6,10
1626153,Wright,Delon,G,6,5
1627824,Yabusele,Guerschon,F,6,8
201152,Young,Thaddeus,F,6,8
1629027,Young,Trae,G,6,2
203469,Zeller,Cody,C,7,0
203092,Zeller,Tyler,C,7,0
1627790,Zizic,Ante,C,6,11
1627826,Zubac,Ivica,C,7,1
1,Goodwin,Brandon ,,-,-
1629195,Davis,Devin,,-,-
1962937917,Wang,Xiaohui,,-,-
